3,1,74,3,514,473,-1,-1,-1
4,1,75,2,514,473,-1,-1,-1
5,1,75,1,514,473,-1,-1,-1
6,1,76,1,514,473,-1,-1,-1
7,1,76,1,514,473,-1,-1,-1
8,1,78,3,513,472,-1,-1,-1
9,1,79,3,512,472,-1,-1,-1
10,1,79,3,512,471,-1,-1,-1
11,1,80,4,512,471,-1,-1,-1
12,1,79,3,512,472,-1,-1,-1
13,1,78,3,512,472,-1,-1,-1
14,1,78,3,512,472,-1,-1,-1
15,1,78,3,512,473,-1,-1,-1
16,1,79,2,513,474,-1,-1,-1
17,1,79,2,514,474,-1,-1,-1
18,1,79,1,514,475,-1,-1,-1
19,1,78,1,514,475,-1,-1,-1
20,1,78,1,514,476,-1,-1,-1
21,1,78,0,514,476,-1,-1,-1
22,1,78,0,513,476,-1,-1,-1
23,1,78,1,512,475,-1,-1,-1
24,1,78,1,511,475,-1,-1,-1
25,1,78,1,510,475,-1,-1,-1
26,1,78,1,509,474,-1,-1,-1
27,1,78,1,508,474,-1,-1,-1
28,1,79,1,507,474,-1,-1,-1
29,1,79,1,507,473,-1,-1,-1
30,1,79,1,506,473,-1,-1,-1
31,1,79,1,505,473,-1,-1,-1
32,1,79,1,505,472,-1,-1,-1
33,1,79,1,505,472,-1,-1,-1
34,1,81,2,505,472,-1,-1,-1
35,1,82,2,505,472,-1,-1,-1
36,1,82,2,504,472,-1,-1,-1
37,1,82,2,506,474,-1,-1,-1
38,1,82,2,507,474,-1,-1,-1
39,1,82,2,508,474,-1,-1,-1
40,1,82,2,509,475,-1,-1,-1
41,1,83,1,507,473,-1,-1,-1
42,1,83,1,506,473,-1,-1,-1
43,1,83,1,506,473,-1,-1,-1
44,1,82,1,506,473,-1,-1,-1
45,1,82,1,506,473,-1,-1,-1
46,1,82,1,505,473,-1,-1,-1
47,1,82,1,505,473,-1,-1,-1
48,1,81,1,505,474,-1,-1,-1
49,1,81,1,505,474,-1,-1,-1
50,1,81,0,505,475,-1,-1,-1
51,1,81,0,505,475,-1,-1,-1
52,1,81,1,504,474,-1,-1,-1
53,1,80,1,504,474,-1,-1,-1
54,1,80,1,504,474,-1,-1,-1
55,1,82,1,503,473,-1,-1,-1
56,1,82,2,503,473,-1,-1,-1
57,1,82,2,503,472,-1,-1,-1
58,1,82,2,503,472,-1,-1,-1
59,1,81,2,503,472,-1,-1,-1
60,1,80,2,503,472,-1,-1,-1
61,1,80,2,503,472,-1,-1,-1
62,1,80,2,504,473,-1,-1,-1
63,1,79,2,504,473,-1,-1,-1
64,1,79,2,504,473,-1,-1,-1
65,1,79,2,504,474,-1,-1,-1
66,1,78,2,504,473,-1,-1,-1
67,1,77,2,505,473,-1,-1,-1
68,1,76,2,505,473,-1,-1,-1
69,1,76,2,506,472,-1,-1,-1
70,1,74,1,507,473,-1,-1,-1
71,1,73,1,508,473,-1,-1,-1
72,1,72,1,509,473,-1,-1,-1
73,1,69,2,509,472,-1,-1,-1
74,1,67,2,509,472,-1,-1,-1
75,1,66,2,510,472,-1,-1,-1
76,1,59,3,511,471,-1,-1,-1
77,1,55,3,513,471,-1,-1,-1
78,1,54,3,515,471,-1,-1,-1
79,1,48,2,517,472,-1,-1,-1
80,1,46,2,519,472,-1,-1,-1
81,1,40,2,520,472,-1,-1,-1
82,1,34,1,523,473,-1,-1,-1
83,1,31,1,525,473,-1,-1,-1
84,1,30,0,526,474,-1,-1,-1
85,1,27,1,527,473,-1,-1,-1
86,1,26,1,528,473,-1,-1,-1
87,1,21,1,529,473,-1,-1,-1
88,1,18,1,529,473,-1,-1,-1
89,1,18,1,530,472,-1,-1,-1
90,1,17,1,530,473,-1,-1,-1
91,1,16,1,531,473,-1,-1,-1
92,1,14,0,534,476,-1,-1,-1
93,1,14,0,534,477,-1,-1,-1
94,1,12,0,536,479,-1,-1,-1
95,1,12,0,537,479,-1,-1,-1
96,1,12,0,536,480,-1,-1,-1
97,1,12,0,535,478,-1,-1,-1
98,1,13,0,534,478,-1,-1,-1
99,1,11,2,533,476,-1,-1,-1
100,1,10,3,533,476,-1,-1,-1
101,1,11,4,531,474,-1,-1,-1
102,1,12,5,531,473,-1,-1,-1
103,1,12,5,531,472,-1,-1,-1
104,1,14,5,531,472,-1,-1,-1
105,1,15,6,532,472,-1,-1,-1
106,1,15,5,532,472,-1,-1,-1
107,1,15,5,532,472,-1,-1,-1
108,1,14,5,532,472,-1,-1,-1
109,1,14,3,535,474,-1,-1,-1
110,1,13,3,536,475,-1,-1,-1
111,1,16,3,535,474,-1,-1,-1
112,1,17,2,534,474,-1,-1,-1
113,1,18,2,534,474,-1,-1,-1
114,1,19,3,533,473,-1,-1,-1
115,1,19,3,533,473,-1,-1,-1
116,1,21,3,532,472,-1,-1,-1
117,1,21,4,532,472,-1,-1,-1
118,1,21,3,533,473,-1,-1,-1
119,1,21,3,534,473,-1,-1,-1
120,1,21,3,534,473,-1,-1,-1
121,1,20,3,534,473,-1,-1,-1
122,1,20,3,534,473,-1,-1,-1
123,1,22,3,534,472,-1,-1,-1
124,1,22,4,534,472,-1,-1,-1
125,1,22,4,534,471,-1,-1,-1
126,1,22,3,535,472,-1,-1,-1
127,1,22,3,536,472,-1,-1,-1
128,1,23,3,535,471,-1,-1,-1
129,1,23,3,535,471,-1,-1,-1
130,1,23,3,536,470,-1,-1,-1
131,1,23,4,535,470,-1,-1,-1
132,1,23,4,536,470,-1,-1,-1
133,1,24,4,537,469,-1,-1,-1
134,1,24,4,537,469,-1,-1,-1
135,1,23,4,538,469,-1,-1,-1
136,1,23,4,539,469,-1,-1,-1
137,1,22,4,540,469,-1,-1,-1
138,1,25,5,539,467,-1,-1,-1
139,1,25,6,539,467,-1,-1,-1
140,1,25,7,539,466,-1,-1,-1
141,1,22,5,543,469,-1,-1,-1
142,1,21,4,544,470,-1,-1,-1
143,1,23,5,542,467,-1,-1,-1
144,1,23,5,541,466,-1,-1,-1
145,1,23,5,543,466,-1,-1,-1
146,1,22,6,544,466,-1,-1,-1
147,1,22,6,545,466,-1,-1,-1
148,1,21,6,545,466,-1,-1,-1
149,1,21,6,546,466,-1,-1,-1
150,1,19,4,548,468,-1,-1,-1
151,1,18,4,549,468,-1,-1,-1
152,1,19,4,550,469,-1,-1,-1
153,1,19,3,550,469,-1,-1,-1
154,1,19,4,550,469,-1,-1,-1
155,1,18,4,550,469,-1,-1,-1
156,1,18,5,550,468,-1,-1,-1
157,1,18,5,551,468,-1,-1,-1
158,1,18,5,552,468,-1,-1,-1
159,1,17,5,552,468,-1,-1,-1
160,1,17,5,551,467,-1,-1,-1
161,1,17,5,550,467,-1,-1,-1
162,1,16,5,552,468,-1,-1,-1
163,1,16,5,552,468,-1,-1,-1
164,1,15,5,552,468,-1,-1,-1
165,1,15,5,553,469,-1,-1,-1
166,1,15,4,554,469,-1,-1,-1
167,1,16,6,551,468,-1,-1,-1
168,1,16,6,551,467,-1,-1,-1
169,1,16,6,551,467,-1,-1,-1
170,1,16,6,551,467,-1,-1,-1
171,1,16,6,551,467,-1,-1,-1
172,1,16,6,551,468,-1,-1,-1
173,1,15,6,551,468,-1,-1,-1
174,1,15,6,551,468,-1,-1,-1
175,1,15,4,552,469,-1,-1,-1
176,1,15,4,552,469,-1,-1,-1
177,1,15,4,552,469,-1,-1,-1
178,1,14,4,552,469,-1,-1,-1
179,1,14,4,552,469,-1,-1,-1
180,1,15,4,552,469,-1,-1,-1
181,1,15,4,552,469,-1,-1,-1
182,1,14,4,552,469,-1,-1,-1
183,1,14,4,552,469,-1,-1,-1
184,1,15,3,553,470,-1,-1,-1
185,1,15,3,552,470,-1,-1,-1
186,1,15,3,552,471,-1,-1,-1
187,1,15,4,550,469,-1,-1,-1
188,1,15,4,550,469,-1,-1,-1
189,1,15,4,550,469,-1,-1,-1
190,1,15,4,550,469,-1,-1,-1
191,1,14,4,551,470,-1,-1,-1
192,1,14,3,551,470,-1,-1,-1
193,1,14,3,551,471,-1,-1,-1
194,1,15,3,551,471,-1,-1,-1
195,1,15,3,551,471,-1,-1,-1
196,1,16,3,549,470,-1,-1,-1
197,1,16,3,549,470,-1,-1,-1
198,1,16,3,548,470,-1,-1,-1
199,1,16,3,548,470,-1,-1,-1
200,1,17,3,548,469,-1,-1,-1
201,1,16,3,549,471,-1,-1,-1
202,1,15,3,550,471,-1,-1,-1
203,1,15,2,550,471,-1,-1,-1
204,1,17,4,549,470,-1,-1,-1
205,1,17,4,548,470,-1,-1,-1
206,1,17,4,548,470,-1,-1,-1
207,1,18,4,548,470,-1,-1,-1
208,1,16,3,549,471,-1,-1,-1
209,1,16,3,550,472,-1,-1,-1
210,1,15,3,550,472,-1,-1,-1
211,1,18,4,546,469,-1,-1,-1
212,1,19,4,545,468,-1,-1,-1
213,1,17,4,547,470,-1,-1,-1
214,1,17,4,547,470,-1,-1,-1
215,1,17,4,547,470,-1,-1,-1
216,1,17,5,546,469,-1,-1,-1
217,1,17,5,546,469,-1,-1,-1
218,1,17,5,546,469,-1,-1,-1
219,1,16,5,547,468,-1,-1,-1
220,1,16,5,547,468,-1,-1,-1
221,1,16,4,549,470,-1,-1,-1
222,1,17,4,549,470,-1,-1,-1
223,1,16,4,548,469,-1,-1,-1
224,1,14,3,549,471,-1,-1,-1
225,1,14,3,549,471,-1,-1,-1
226,1,16,4,547,469,-1,-1,-1
227,1,16,4,546,469,-1,-1,-1
228,1,17,4,546,469,-1,-1,-1
229,1,17,5,546,469,-1,-1,-1
230,1,17,5,546,469,-1,-1,-1
231,1,17,5,546,469,-1,-1,-1
232,1,17,5,546,469,-1,-1,-1
233,1,19,6,544,467,-1,-1,-1
234,1,19,6,543,466,-1,-1,-1
235,1,19,7,543,465,-1,-1,-1
236,1,18,6,545,467,-1,-1,-1
237,1,17,6,546,467,-1,-1,-1
238,1,17,5,548,469,-1,-1,-1
239,1,17,5,549,469,-1,-1,-1
240,1,16,5,550,469,-1,-1,-1
241,1,17,5,549,469,-1,-1,-1
242,1,18,5,549,469,-1,-1,-1
243,1,19,7,546,466,-1,-1,-1
244,1,19,7,545,465,-1,-1,-1
245,1,19,8,545,465,-1,-1,-1
246,1,18,6,548,467,-1,-1,-1
247,1,17,5,549,468,-1,-1,-1
248,1,16,5,550,468,-1,-1,-1
249,1,16,4,550,468,-1,-1,-1
250,1,15,4,551,469,-1,-1,-1
251,1,16,5,550,468,-1,-1,-1
252,1,16,5,550,468,-1,-1,-1
253,1,16,5,549,468,-1,-1,-1
254,1,17,5,548,468,-1,-1,-1
255,1,17,6,548,467,-1,-1,-1
256,1,17,5,549,468,-1,-1,-1
257,1,17,5,549,468,-1,-1,-1
258,1,17,5,549,468,-1,-1,-1
259,1,17,5,548,468,-1,-1,-1
260,1,17,5,548,468,-1,-1,-1
